Datetime,AAPL,GOOG,NVDA
2024-12-17 14:30:00+00:00,250.63999938964844,199.66000366210938,128.78370666503906
2024-12-17 14:31:00+00:00,250.05599975585938,199.97000122070312,128.82009887695312
2024-12-17 14:32:00+00:00,250.1750030517578,200.49000549316406,129.125
2024-12-17 14:33:00+00:00,250.02000427246094,199.8699951171875,128.57339477539062
2024-12-17 14:34:00+00:00,250.77000427246094,199.36000061035156,128.04989624023438
2024-12-17 14:35:00+00:00,250.97999572753906,199.2100067138672,128.35000610351562
2024-12-17 14:36:00+00:00,250.99000549316406,199.1300048828125,127.51499938964844
2024-12-17 14:37:00+00:00,251.1699981689453,199.2100067138672,127.4104995727539
2024-12-17 14:38:00+00:00,251.3800048828125,199.38009643554688,127.375
2024-12-17 14:39:00+00:00,251.39999389648438,200.0500030517578,128.56210327148438
2024-12-17 14:40:00+00:00,251.6999969482422,199.7864990234375,128.72000122070312
2024-12-17 14:41:00+00:00,252.02999877929688,199.94000244140625,129.1199951171875
2024-12-17 14:42:00+00:00,252.0749969482422,200.41909790039062,128.9600067138672
2024-12-17 14:43:00+00:00,252.3802947998047,200.4550018310547,129.33990478515625
2024-12-17 14:44:00+00:00,252.77999877929688,200.89999389648438,129.2449951171875
2024-12-17 14:45:00+00:00,252.77999877929688,201.0399932861328,128.83030700683594
2024-12-17 14:46:00+00:00,252.58999633789062,201.33380126953125,128.5
2024-12-17 14:47:00+00:00,252.42999267578125,201.38999938964844,128.7698974609375
2024-12-17 14:48:00+00:00,252.29010009765625,201.86410522460938,129.05870056152344
2024-12-17 14:49:00+00:00,252.57000732421875,202.1009979248047,128.82000732421875
2024-12-17 14:50:00+00:00,252.6199951171875,202.42999267578125,128.39999389648438
2024-12-17 14:51:00+00:00,252.82029724121094,202.58999633789062,128.60020446777344
2024-12-17 14:52:00+00:00,252.85000610351562,202.60000610351562,128.2899932861328
2024-12-17 14:53:00+00:00,252.86000061035156,202.13999938964844,128.02999877929688
2024-12-17 14:54:00+00:00,252.59500122070312,202.4600067138672,128.2698974609375
2024-12-17 14:55:00+00:00,252.1300048828125,202.24000549316406,128.02059936523438
2024-12-17 14:56:00+00:00,252.2938995361328,202.25999450683594,128.0399932861328
2024-12-17 14:57:00+00:00,252.29080200195312,201.82000732421875,128.17999267578125
2024-12-17 14:58:00+00:00,252.11000061035156,201.38999938964844,127.83999633789062
2024-12-17 14:59:00+00:00,252.0399932861328,201.4250030517578,127.44999694824219
2024-12-17 15:00:00+00:00,252.24000549316406,201.19000244140625,127.4749984741211
2024-12-17 15:01:00+00:00,252.1999969482422,201.01010131835938,127.70999908447266
2024-12-17 15:02:00+00:00,252.22000122070312,201.3249969482422,127.86000061035156
2024-12-17 15:03:00+00:00,252.36000061035156,201.0399932861328,127.24009704589844
2024-12-17 15:04:00+00:00,252.50999450683594,200.6300048828125,127.1791000366211
2024-12-17 15:05:00+00:00,252.0800018310547,200.99000549316406,127.3198013305664
2024-12-17 15:06:00+00:00,252.15699768066406,201.4846954345703,128.16000366210938
2024-12-17 15:07:00+00:00,252.2050018310547,201.3300018310547,128.32000732421875
2024-12-17 15:08:00+00:00,252.19000244140625,201.67979431152344,128.32000732421875
2024-12-17 15:09:00+00:00,252.1488037109375,201.3000030517578,128.22000122070312
2024-12-17 15:10:00+00:00,252.14999389648438,201.4499969482422,128.02499389648438
2024-12-17 15:11:00+00:00,251.97999572753906,201.05999755859375,127.95999908447266
2024-12-17 15:12:00+00:00,252.0,200.64999389648438,127.83000183105469
2024-12-17 15:13:00+00:00,251.98309326171875,200.52499389648438,127.8499984741211
2024-12-17 15:14:00+00:00,251.94000244140625,200.72999572753906,127.79000091552734
2024-12-17 15:15:00+00:00,251.9600067138672,200.66000366210938,127.08499908447266
2024-12-17 15:16:00+00:00,251.92999267578125,200.74000549316406,127.20999908447266
2024-12-17 15:17:00+00:00,252.00999450683594,200.7899932861328,127.1321029663086
2024-12-17 15:18:00+00:00,252.20399475097656,200.07960510253906,127.06999969482422
2024-12-17 15:19:00+00:00,252.19119262695312,200.0102996826172,127.0199966430664
2024-12-17 15:20:00+00:00,252.1300048828125,199.3800048828125,127.2699966430664
2024-12-17 15:21:00+00:00,251.92999267578125,199.25039672851562,127.38839721679688
2024-12-17 15:22:00+00:00,252.10000610351562,198.97999572753906,127.11000061035156
2024-12-17 15:23:00+00:00,252.27999877929688,199.00999450683594,127.29010009765625
2024-12-17 15:24:00+00:00,252.47500610351562,198.9499969482422,127.12000274658203
2024-12-17 15:25:00+00:00,252.3699951171875,199.31500244140625,127.135498046875
2024-12-17 15:26:00+00:00,252.32000732421875,198.82000732421875,127.47989654541016
2024-12-17 15:27:00+00:00,252.2100067138672,198.72999572753906,127.5
2024-12-17 15:28:00+00:00,252.25999450683594,198.25999450683594,127.56310272216797
2024-12-17 15:29:00+00:00,252.27000427246094,198.33999633789062,127.62000274658203
2024-12-17 15:30:00+00:00,252.13999938964844,198.44000244140625,127.99500274658203
2024-12-17 15:31:00+00:00,252.27999877929688,198.2899932861328,127.99030303955078
2024-12-17 15:32:00+00:00,252.27999877929688,198.19500732421875,128.00250244140625
2024-12-17 15:33:00+00:00,252.13999938964844,198.01089477539062,128.02999877929688
2024-12-17 15:34:00+00:00,252.02999877929688,197.90499877929688,127.83989715576172
2024-12-17 15:35:00+00:00,251.80999755859375,197.95860290527344,127.8499984741211
2024-12-17 15:36:00+00:00,251.7899932861328,198.17999267578125,127.98500061035156
2024-12-17 15:37:00+00:00,251.9600067138672,198.5800018310547,128.29800415039062
2024-12-17 15:38:00+00:00,251.99000549316406,198.3249969482422,128.2100067138672
2024-12-17 15:39:00+00:00,252.14999389648438,197.97000122070312,128.56239318847656
2024-12-17 15:40:00+00:00,252.25,197.44000244140625,128.66000366210938
2024-12-17 15:41:00+00:00,252.2301025390625,197.50999450683594,128.65499877929688
2024-12-17 15:42:00+00:00,252.17999267578125,197.6300048828125,128.35000610351562
2024-12-17 15:43:00+00:00,252.1699981689453,197.80499267578125,128.61500549316406
2024-12-17 15:44:00+00:00,252.36000061035156,197.88999938964844,128.75999450683594
2024-12-17 15:45:00+00:00,252.56210327148438,197.72999572753906,128.5500030517578
2024-12-17 15:46:00+00:00,252.5800018310547,198.22500610351562,128.50999450683594
2024-12-17 15:47:00+00:00,252.3300018310547,198.49000549316406,128.4199981689453
2024-12-17 15:48:00+00:00,252.2949981689453,198.6929931640625,128.35910034179688
2024-12-17 15:49:00+00:00,252.42999267578125,198.85000610351562,128.44500732421875
2024-12-17 15:50:00+00:00,252.43499755859375,198.85000610351562,128.91000366210938
2024-12-17 15:51:00+00:00,252.4499969482422,198.50999450683594,128.86480712890625
2024-12-17 15:52:00+00:00,252.2899932861328,198.4600067138672,129.22999572753906
2024-12-17 15:53:00+00:00,252.3300018310547,198.44500732421875,129.19000244140625
2024-12-17 15:54:00+00:00,252.3300018310547,198.42999267578125,129.03720092773438
2024-12-17 15:55:00+00:00,252.2449951171875,198.1300048828125,128.92999267578125
2024-12-17 15:56:00+00:00,252.18499755859375,198.25999450683594,128.5574951171875
2024-12-17 15:57:00+00:00,252.32000732421875,198.49130249023438,128.7100067138672
2024-12-17 15:58:00+00:00,252.30999755859375,198.52999877929688,128.74000549316406
2024-12-17 15:59:00+00:00,252.36000061035156,198.6699981689453,128.90919494628906
2024-12-17 16:00:00+00:00,252.44000244140625,198.8800048828125,129.05999755859375
2024-12-17 16:01:00+00:00,252.25999450683594,198.44000244140625,129.0500030517578
2024-12-17 16:02:00+00:00,252.2949981689453,198.61000061035156,128.90499877929688
2024-12-17 16:03:00+00:00,252.393798828125,198.4199981689453,128.86000061035156
2024-12-17 16:04:00+00:00,252.3350067138672,198.66000366210938,128.75999450683594
2024-12-17 16:05:00+00:00,252.36000061035156,198.42999267578125,128.57000732421875
2024-12-17 16:06:00+00:00,252.4199981689453,198.4199981689453,128.5998992919922
2024-12-17 16:07:00+00:00,252.6649932861328,198.64999389648438,128.88999938964844
2024-12-17 16:09:00+00:00,253.1103973388672,199.03500366210938,128.99349975585938
2024-12-17 16:10:00+00:00,253.32000732421875,198.88999938964844,128.89500427246094
2024-12-17 16:11:00+00:00,253.02000427246094,199.05999755859375,128.97500610351562
2024-12-17 16:12:00+00:00,253.23089599609375,199.0458984375,128.97999572753906
2024-12-17 16:13:00+00:00,253.16000366210938,199.25,128.99989318847656
2024-12-17 16:14:00+00:00,253.07000732421875,199.30999755859375,129.06179809570312
2024-12-17 16:15:00+00:00,252.9600067138672,199.38999938964844,128.8699951171875
2024-12-17 16:16:00+00:00,252.95370483398438,199.60000610351562,128.74000549316406
2024-12-17 16:17:00+00:00,252.75,199.38999938964844,128.5500030517578
2024-12-17 16:18:00+00:00,252.6699981689453,199.52999877929688,128.5
2024-12-17 16:19:00+00:00,252.64019775390625,199.1999969482422,128.452392578125
2024-12-17 16:20:00+00:00,252.5399932861328,199.19000244140625,128.67990112304688
2024-12-17 16:21:00+00:00,252.5749969482422,199.39999389648438,128.80499267578125
2024-12-17 16:22:00+00:00,252.36500549316406,199.24000549316406,128.52999877929688
2024-12-17 16:23:00+00:00,252.4199981689453,199.53030395507812,128.6562042236328
2024-12-17 16:24:00+00:00,252.50999450683594,199.63999938964844,128.7041015625
2024-12-17 16:25:00+00:00,252.5749969482422,199.55999755859375,128.86500549316406
2024-12-17 16:26:00+00:00,252.4250030517578,199.53500366210938,128.94000244140625
2024-12-17 16:27:00+00:00,252.51499938964844,199.7100067138672,128.97999572753906
2024-12-17 16:28:00+00:00,252.49000549316406,199.41000366210938,129.06500244140625
2024-12-17 16:29:00+00:00,252.5500030517578,199.2593994140625,128.99000549316406
2024-12-17 16:30:00+00:00,252.58999633789062,199.1699981689453,128.94000244140625
2024-12-17 16:31:00+00:00,252.6649932861328,198.97000122070312,128.875
2024-12-17 16:32:00+00:00,252.6199951171875,199.0399932861328,128.88499450683594
2024-12-17 16:33:00+00:00,252.5850067138672,198.90460205078125,128.9149932861328
2024-12-17 16:34:00+00:00,252.64999389648438,199.20260620117188,129.32000732421875
2024-12-17 16:35:00+00:00,252.69000244140625,199.1199951171875,129.3800048828125
2024-12-17 16:36:00+00:00,252.66000366210938,199.0,129.71969604492188
2024-12-17 16:37:00+00:00,252.69000244140625,199.22999572753906,129.88499450683594
2024-12-17 16:38:00+00:00,252.6999969482422,199.21670532226562,129.97000122070312
2024-12-17 16:39:00+00:00,252.8000030517578,198.94500732421875,130.0800018310547
2024-12-17 16:40:00+00:00,252.8101043701172,198.96499633789062,130.19239807128906
