Datetime,AAPL,GOOG,NVDA
2025-02-06 14:30:00+00:00,231.6699981689453,190.63999938964844,126.89959716796875
2025-02-06 14:31:00+00:00,231.21499633789062,190.9199981689453,126.55000305175781
2025-02-06 14:32:00+00:00,230.98080444335938,191.22000122070312,126.75499725341797
2025-02-06 14:33:00+00:00,230.9499969482422,191.5500030517578,126.63009643554688
2025-02-06 14:34:00+00:00,231.13479614257812,191.83999633789062,126.2562026977539
2025-02-06 14:35:00+00:00,231.41000366210938,192.25990295410156,125.87020111083984
2025-02-06 14:36:00+00:00,231.8800048828125,191.77499389648438,125.37000274658203
2025-02-06 14:37:00+00:00,232.19000244140625,191.22999572753906,125.70439910888672
2025-02-06 14:38:00+00:00,232.6999969482422,191.8350067138672,125.66999816894531
2025-02-06 14:39:00+00:00,232.72000122070312,191.5,125.8550033569336
2025-02-06 14:40:00+00:00,232.9499969482422,191.3144989013672,125.96279907226562
2025-02-06 14:41:00+00:00,232.99000549316406,191.22000122070312,125.58000183105469
2025-02-06 14:42:00+00:00,233.34500122070312,191.14720153808594,125.33049774169922
2025-02-06 14:43:00+00:00,233.10000610351562,191.27000427246094,125.37999725341797
2025-02-06 14:44:00+00:00,233.38999938964844,191.42999267578125,125.66500091552734
2025-02-06 14:45:00+00:00,233.375,191.47430419921875,126.09010314941406
2025-02-06 14:46:00+00:00,233.69569396972656,191.8800048828125,126.14800262451172
2025-02-06 14:47:00+00:00,233.7100067138672,191.9499969482422,126.3499984741211
2025-02-06 14:48:00+00:00,233.32000732421875,191.78500366210938,126.45999908447266
2025-02-06 14:49:00+00:00,233.08999633789062,191.85000610351562,126.2750015258789
2025-02-06 14:50:00+00:00,232.95790100097656,191.73500061035156,126.44989776611328
2025-02-06 14:51:00+00:00,233.3000030517578,191.66749572753906,126.69000244140625
2025-02-06 14:52:00+00:00,233.2198028564453,191.8699951171875,126.8550033569336
2025-02-06 14:53:00+00:00,233.3000030517578,192.0601043701172,126.99440002441406
2025-02-06 14:54:00+00:00,233.52999877929688,191.69000244140625,126.7499008178711
2025-02-06 14:55:00+00:00,233.24000549316406,191.52999877929688,126.55010223388672
2025-02-06 14:56:00+00:00,233.17999267578125,191.8800048828125,126.3949966430664
2025-02-06 14:57:00+00:00,233.3000030517578,191.85000610351562,126.33999633789062
2025-02-06 14:58:00+00:00,233.2700958251953,191.8000030517578,126.02999877929688
2025-02-06 14:59:00+00:00,233.52000427246094,191.97000122070312,125.98269653320312
2025-02-06 15:00:00+00:00,233.1699981689453,191.54190063476562,126.30500030517578
2025-02-06 15:01:00+00:00,233.02999877929688,191.59500122070312,125.81990051269531
2025-02-06 15:02:00+00:00,232.94479370117188,191.66000366210938,125.86000061035156
2025-02-06 15:03:00+00:00,233.0800018310547,191.42999267578125,125.99970245361328
2025-02-06 15:04:00+00:00,232.6999969482422,191.47999572753906,126.12000274658203
2025-02-06 15:05:00+00:00,232.75999450683594,191.38999938964844,126.31700134277344
2025-02-06 15:06:00+00:00,232.92999267578125,191.74000549316406,126.16999816894531
2025-02-06 15:07:00+00:00,233.06959533691406,191.5803985595703,126.20999908447266
2025-02-06 15:08:00+00:00,233.25999450683594,192.05999755859375,126.3594970703125
2025-02-06 15:09:00+00:00,233.32000732421875,192.23500061035156,126.68499755859375
2025-02-06 15:10:00+00:00,233.11000061035156,191.97999572753906,126.6449966430664
2025-02-06 15:11:00+00:00,233.25010681152344,192.4600067138672,126.87000274658203
2025-02-06 15:12:00+00:00,233.3350067138672,192.52000427246094,126.81500244140625
2025-02-06 15:13:00+00:00,232.97500610351562,192.56500244140625,126.69000244140625
2025-02-06 15:14:00+00:00,232.92999267578125,192.7646942138672,126.78500366210938
2025-02-06 15:15:00+00:00,232.74000549316406,192.8916015625,126.95999908447266
2025-02-06 15:16:00+00:00,232.73500061035156,193.00999450683594,126.98999786376953
2025-02-06 15:17:00+00:00,232.61000061035156,192.97500610351562,126.76010131835938
2025-02-06 15:18:00+00:00,232.80999755859375,193.1320037841797,126.92009735107422
2025-02-06 15:19:00+00:00,232.25999450683594,192.69500732421875,126.93470001220703
2025-02-06 15:20:00+00:00,232.22999572753906,192.55799865722656,126.63880157470703
2025-02-06 15:21:00+00:00,232.0749969482422,192.59559631347656,126.54499816894531
2025-02-06 15:22:00+00:00,232.13999938964844,192.5500030517578,126.79000091552734
2025-02-06 15:23:00+00:00,232.1649932861328,192.33999633789062,126.5199966430664
2025-02-06 15:24:00+00:00,232.00869750976562,191.93409729003906,126.29340362548828
2025-02-06 15:25:00+00:00,231.91439819335938,191.9499969482422,126.44999694824219
2025-02-06 15:26:00+00:00,231.67010498046875,192.02999877929688,126.20480346679688
2025-02-06 15:27:00+00:00,231.6999969482422,192.0449981689453,126.18499755859375
2025-02-06 15:28:00+00:00,231.5749969482422,192.110107421875,126.16999816894531
2025-02-06 15:29:00+00:00,231.5399932861328,192.19000244140625,126.22160339355469
2025-02-06 15:30:00+00:00,231.66000366210938,192.14999389648438,126.2699966430664
2025-02-06 15:31:00+00:00,231.64999389648438,192.33999633789062,126.37100219726562
2025-02-06 15:32:00+00:00,231.76010131835938,192.30999755859375,126.33499908447266
2025-02-06 15:33:00+00:00,231.96499633789062,192.4199981689453,126.7300033569336
2025-02-06 15:34:00+00:00,232.11000061035156,192.5,126.70999908447266
2025-02-06 15:35:00+00:00,232.11000061035156,192.27499389648438,126.53009796142578
