,AAPL,GOOG,NVDA
2024-12-12 14:30:00+00:00,,195.50999450683594,136.93479919433594
2024-12-12 14:31:00+00:00,,195.11000061035156,136.6199951171875
2024-12-12 14:32:00+00:00,,195.97999572753906,136.4167022705078
2024-12-12 14:33:00+00:00,,195.78250122070312,136.41990661621094
2024-12-12 14:34:00+00:00,,195.5800018310547,136.58009338378906
2024-12-12 14:35:00+00:00,,195.6999969482422,136.11000061035156
2024-12-12 14:36:00+00:00,,195.82000732421875,136.5050048828125
2024-12-12 14:37:00+00:00,,195.50999450683594,136.42999267578125
2024-12-12 14:38:00+00:00,,195.7805938720703,137.00010681152344
2024-12-12 14:39:00+00:00,,196.02999877929688,137.0937957763672
2024-12-12 14:40:00+00:00,,195.8000030517578,137.16470336914062
2024-12-12 14:41:00+00:00,,196.47000122070312,136.7899932861328
2024-12-12 14:42:00+00:00,,196.67630004882812,136.40989685058594
2024-12-12 14:43:00+00:00,,195.88999938964844,136.81019592285156
2024-12-12 14:44:00+00:00,,196.4199981689453,137.00999450683594
2024-12-12 14:45:00+00:00,,196.60000610351562,136.7779998779297
2024-12-12 14:46:00+00:00,,196.1300048828125,136.93099975585938
2024-12-12 14:47:00+00:00,,195.63999938964844,136.91000366210938
2024-12-12 14:48:00+00:00,,195.60000610351562,137.12060546875
2024-12-12 14:49:00+00:00,,195.2899932861328,136.85499572753906
2024-12-12 14:50:00+00:00,,195.4600067138672,136.92010498046875
2024-12-12 14:51:00+00:00,,195.57000732421875,137.4600067138672
2024-12-12 14:52:00+00:00,,195.60459899902344,137.4799041748047
2024-12-12 14:53:00+00:00,,195.8300018310547,137.1199951171875
2024-12-12 14:54:00+00:00,,195.85000610351562,136.9149932861328
2024-12-12 14:55:00+00:00,,195.84500122070312,136.9759063720703
2024-12-12 14:56:00+00:00,,195.47999572753906,137.01499938964844
2024-12-12 14:57:00+00:00,,195.66000366210938,136.9613037109375
2024-12-12 14:58:00+00:00,,195.8300018310547,136.79559326171875
2024-12-12 14:59:00+00:00,,195.58999633789062,136.89999389648438
2024-12-12 15:00:00+00:00,,195.69500732421875,136.9801025390625
2024-12-12 15:01:00+00:00,,195.7899932861328,136.77499389648438
2024-12-12 15:02:00+00:00,,196.11099243164062,136.6300048828125
2024-12-12 15:03:00+00:00,,196.22500610351562,136.8300018310547
2024-12-12 15:04:00+00:00,,196.30999755859375,137.0850067138672
2024-12-12 15:05:00+00:00,,196.07000732421875,136.97500610351562
2024-12-12 15:06:00+00:00,,195.74510192871094,136.7899932861328
2024-12-12 15:07:00+00:00,,195.7615966796875,136.66490173339844
2024-12-12 15:08:00+00:00,,196.02999877929688,136.36990356445312
2024-12-12 15:09:00+00:00,,195.68499755859375,136.14500427246094
2024-12-12 15:10:00+00:00,,195.5800018310547,136.25
2024-12-12 15:11:00+00:00,,195.5106964111328,136.02999877929688
2024-12-12 15:12:00+00:00,,195.10000610351562,135.89999389648438
2024-12-12 15:13:00+00:00,,194.97360229492188,136.18389892578125
2024-12-12 15:14:00+00:00,,194.6999053955078,136.44009399414062
2024-12-12 15:15:00+00:00,,194.1728973388672,136.2100067138672
2024-12-12 15:16:00+00:00,,194.4199981689453,136.23890686035156
2024-12-12 15:17:00+00:00,,194.63999938964844,136.52499389648438
2024-12-12 15:18:00+00:00,,194.77999877929688,136.65049743652344
2024-12-12 15:19:00+00:00,,194.7899932861328,136.6699981689453
2024-12-12 15:20:00+00:00,,194.4149932861328,136.67999267578125
2024-12-12 15:21:00+00:00,,194.3699951171875,136.7899932861328
2024-12-12 15:22:00+00:00,,194.36000061035156,136.6300048828125
2024-12-12 15:23:00+00:00,,194.6300048828125,136.86790466308594
2024-12-12 15:24:00+00:00,,194.66000366210938,136.67999267578125
2024-12-12 15:25:00+00:00,,194.87440490722656,136.9199981689453
2024-12-12 15:26:00+00:00,,195.39500427246094,136.75
2024-12-12 15:27:00+00:00,,195.35499572753906,136.72000122070312
2024-12-12 15:28:00+00:00,,195.1699981689453,136.57650756835938
2024-12-12 15:29:00+00:00,,195.55999755859375,136.6739959716797
2024-12-12 15:30:00+00:00,,195.75799560546875,136.6262969970703
2024-12-12 15:31:00+00:00,,195.80999755859375,136.61000061035156
2024-12-12 15:32:00+00:00,,195.9199981689453,136.52999877929688
2024-12-12 15:33:00+00:00,,195.79989624023438,136.55990600585938
2024-12-12 15:34:00+00:00,,195.5010986328125,136.4447021484375
2024-12-12 15:35:00+00:00,,195.80499267578125,136.58990478515625
2024-12-12 15:36:00+00:00,,195.952392578125,136.83670043945312
2024-12-12 15:37:00+00:00,,196.16000366210938,137.10580444335938
2024-12-12 15:38:00+00:00,,196.0216064453125,137.22999572753906
2024-12-12 15:39:00+00:00,,195.64990234375,137.22000122070312
2024-12-12 15:40:00+00:00,,195.86000061035156,137.14999389648438
2024-12-12 15:41:00+00:00,,195.7100067138672,137.02999877929688
2024-12-12 15:42:00+00:00,,195.83999633789062,137.10000610351562
2024-12-12 15:43:00+00:00,,195.84469604492188,136.97000122070312
2024-12-12 15:44:00+00:00,,195.83999633789062,136.98500061035156
2024-12-12 15:45:00+00:00,,195.74000549316406,137.07949829101562
2024-12-12 15:46:00+00:00,,195.88999938964844,137.1300048828125
2024-12-12 15:47:00+00:00,,195.77000427246094,137.2949981689453
2024-12-12 15:48:00+00:00,,195.9199981689453,137.3000030517578
2024-12-12 15:49:00+00:00,,195.84500122070312,137.4304962158203
2024-12-12 15:50:00+00:00,,195.91990661621094,137.29989624023438
2024-12-12 15:51:00+00:00,,196.0500030517578,137.35499572753906
2024-12-12 15:52:00+00:00,,196.0399932861328,137.30569458007812
2024-12-12 15:53:00+00:00,,195.8699951171875,137.23150634765625
2024-12-12 15:54:00+00:00,,195.86000061035156,137.30990600585938
2024-12-12 15:55:00+00:00,,195.4873046875,137.41000366210938
2024-12-12 15:56:00+00:00,,195.63499450683594,137.40499877929688
2024-12-12 15:57:00+00:00,,195.4521026611328,137.07000732421875
2024-12-12 15:58:00+00:00,,195.38499450683594,137.0500030517578
2024-12-12 15:59:00+00:00,,195.27000427246094,137.07000732421875
2024-12-12 16:00:00+00:00,,195.25,137.1800994873047
2024-12-12 16:01:00+00:00,,195.25,137.13999938964844
2024-12-12 16:02:00+00:00,,195.2899932861328,137.24000549316406
2024-12-12 16:03:00+00:00,,195.3300018310547,137.2700958251953
2024-12-12 16:04:00+00:00,,195.3000030517578,137.3011016845703
2024-12-12 16:05:00+00:00,,195.25999450683594,137.3300018310547
2024-12-12 16:06:00+00:00,,195.3300018310547,137.25030517578125
2024-12-12 16:07:00+00:00,,195.40989685058594,137.09500122070312
2024-12-12 16:08:00+00:00,,195.52999877929688,137.02499389648438
2024-12-12 16:09:00+00:00,,195.58999633789062,136.9228057861328
2024-12-12 16:10:00+00:00,,195.91000366210938,136.94479370117188
2024-12-12 16:11:00+00:00,,196.22999572753906,137.0050048828125
2024-12-12 16:12:00+00:00,,196.0500030517578,136.83200073242188
2024-12-12 16:13:00+00:00,,196.0399932861328,136.9499053955078
2024-12-12 16:14:00+00:00,,196.093994140625,136.8096923828125
2024-12-12 16:15:00+00:00,,196.05999755859375,136.8800048828125
2024-12-12 16:16:00+00:00,,196.11270141601562,136.97000122070312
2024-12-12 16:17:00+00:00,,196.27000427246094,137.0
2024-12-12 16:18:00+00:00,,196.11500549316406,137.0095977783203
2024-12-12 16:19:00+00:00,,196.10000610351562,137.05990600585938
2024-12-12 16:20:00+00:00,,195.72999572753906,136.89239501953125
2024-12-12 16:21:00+00:00,,195.6199951171875,136.85009765625
2024-12-12 16:22:00+00:00,,195.6300048828125,136.72000122070312
2024-12-12 16:23:00+00:00,,195.5500030517578,136.65179443359375
2024-12-12 16:24:00+00:00,,195.5449981689453,136.67999267578125
2024-12-12 16:25:00+00:00,,195.63999938964844,136.681396484375
2024-12-12 16:26:00+00:00,,195.74000549316406,136.60499572753906
2024-12-12 16:27:00+00:00,,195.80999755859375,136.67599487304688
2024-12-12 16:28:00+00:00,,195.8000030517578,136.6627960205078
2024-12-12 16:29:00+00:00,,195.72000122070312,136.72000122070312
2024-12-12 16:30:00+00:00,,195.7899932861328,136.71279907226562
2024-12-12 16:31:00+00:00,,195.8800048828125,136.7100067138672
2024-12-12 16:32:00+00:00,,196.02999877929688,136.85000610351562
2024-12-12 16:33:00+00:00,,196.17999267578125,136.82000732421875
2024-12-12 16:34:00+00:00,,196.27999877929688,136.77520751953125
2024-12-12 16:35:00+00:00,,196.10000610351562,136.64999389648438
2024-12-12 16:36:00+00:00,,195.97000122070312,136.55990600585938
2024-12-12 16:37:00+00:00,,196.17999267578125,136.6199951171875
2024-12-12 16:38:00+00:00,,196.1428985595703,136.5749969482422
2024-12-12 16:39:00+00:00,,196.2100067138672,136.4813995361328
2024-12-12 16:40:00+00:00,,196.06900024414062,136.4600067138672
2024-12-12 16:41:00+00:00,,195.91000366210938,136.4600067138672
2024-12-12 16:42:00+00:00,,195.91000366210938,136.4550018310547
2024-12-12 16:43:00+00:00,,195.92999267578125,136.4499969482422
2024-12-12 16:44:00+00:00,,195.88999938964844,136.5500030517578
2024-12-12 16:45:00+00:00,,196.0800018310547,136.38999938964844
2024-12-12 16:46:00+00:00,,195.89999389648438,136.23379516601562
2024-12-12 16:47:00+00:00,,196.11000061035156,136.21499633789062
2024-12-12 16:48:00+00:00,,196.22999572753906,136.231201171875
2024-12-12 16:49:00+00:00,,196.3000030517578,136.39500427246094
2024-12-12 16:50:00+00:00,,196.32000732421875,136.25
2024-12-12 16:51:00+00:00,,196.3800048828125,136.27499389648438
2024-12-12 16:52:00+00:00,,196.35000610351562,136.2465057373047
2024-12-12 16:53:00+00:00,,196.30499267578125,136.1970977783203
2024-12-12 16:54:00+00:00,,196.2902069091797,136.25010681152344
2024-12-12 16:55:00+00:00,,196.32000732421875,136.25999450683594
2024-12-12 16:56:00+00:00,,196.23500061035156,136.27000427246094
2024-12-12 16:57:00+00:00,,196.125,136.3040008544922
2024-12-12 16:58:00+00:00,,195.77999877929688,136.25469970703125
2024-12-12 16:59:00+00:00,,195.835693359375,136.2449951171875
2024-12-12 17:00:00+00:00,,195.85000610351562,136.38999938964844
2024-12-12 17:01:00+00:00,,195.9199981689453,136.3800048828125
2024-12-12 17:02:00+00:00,,196.00999450683594,136.63499450683594
2024-12-12 17:03:00+00:00,,196.17999267578125,136.7100067138672
2024-12-12 17:04:00+00:00,,196.5,136.72059631347656
2024-12-12 17:05:00+00:00,,196.3300018310547,136.7283935546875
2024-12-12 17:06:00+00:00,,196.4499969482422,136.6999969482422
2024-12-12 17:07:00+00:00,,196.4550018310547,136.76499938964844
2024-12-12 17:08:00+00:00,,196.49000549316406,136.88119506835938
2024-12-12 17:09:00+00:00,,196.47999572753906,136.9600067138672
2024-12-12 17:10:00+00:00,,196.51499938964844,136.98500061035156
2024-12-12 17:11:00+00:00,,196.55209350585938,136.99000549316406
2024-12-12 17:12:00+00:00,,196.55999755859375,137.06700134277344
2024-12-12 17:13:00+00:00,,196.5500030517578,137.11000061035156
2024-12-12 17:14:00+00:00,,196.5500030517578,137.02499389648438
2024-12-12 17:15:00+00:00,,196.5500946044922,136.98159790039062
2024-12-12 17:16:00+00:00,,196.5500030517578,137.13009643554688
2024-12-12 17:17:00+00:00,,196.57000732421875,137.09559631347656
2024-12-12 17:18:00+00:00,,196.6300048828125,137.00999450683594
2024-12-12 17:19:00+00:00,,196.50999450683594,136.97900390625
2024-12-12 17:20:00+00:00,,196.30999755859375,137.11000061035156
2024-12-12 17:21:00+00:00,,196.41000366210938,137.00669860839844
2024-12-12 17:22:00+00:00,,196.36000061035156,137.0500030517578
2024-12-12 17:23:00+00:00,,196.3000030517578,137.0399932861328
2024-12-12 17:24:00+00:00,,196.32000732421875,137.11500549316406
2024-12-12 17:25:00+00:00,,196.30999755859375,137.14309692382812
2024-12-12 17:26:00+00:00,,196.22000122070312,137.20880126953125
2024-12-12 17:27:00+00:00,,196.3000030517578,137.27000427246094
2024-12-12 17:28:00+00:00,,196.17999267578125,137.2946014404297
2024-12-12 17:29:00+00:00,,196.24000549316406,137.37010192871094
2024-12-12 17:30:00+00:00,,196.32000732421875,137.35000610351562
2024-12-12 17:31:00+00:00,,196.22999572753906,137.1999969482422
2024-12-12 17:32:00+00:00,,196.11500549316406,137.07000732421875
2024-12-12 17:33:00+00:00,,196.07000732421875,137.09010314941406
2024-12-12 17:34:00+00:00,,196.0850067138672,137.1300048828125
2024-12-12 17:35:00+00:00,,195.98199462890625,137.01190185546875
2024-12-12 17:36:00+00:00,,195.85000610351562,137.07110595703125
2024-12-12 17:37:00+00:00,,195.9281005859375,137.10000610351562
2024-12-12 17:38:00+00:00,,196.02000427246094,137.17999267578125
2024-12-12 17:39:00+00:00,,195.99000549316406,137.2274932861328
2024-12-12 17:40:00+00:00,,195.98599243164062,137.23500061035156
2024-12-12 17:41:00+00:00,,195.92999267578125,137.22500610351562
2024-12-12 17:42:00+00:00,,196.02000427246094,137.17999267578125
2024-12-12 17:43:00+00:00,,196.02999877929688,137.2196044921875
2024-12-12 17:44:00+00:00,,196.1199951171875,137.30999755859375
2024-12-12 17:45:00+00:00,,196.27999877929688,137.4250030517578
2024-12-12 17:46:00+00:00,,196.00450134277344,137.47850036621094
2024-12-12 17:47:00+00:00,,195.8300018310547,137.61500549316406
2024-12-12 17:48:00+00:00,,195.88999938964844,137.6300048828125
2024-12-12 17:49:00+00:00,,195.94500732421875,137.69500732421875
2024-12-12 17:50:00+00:00,,196.00999450683594,137.81689453125
